hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
"Resort Hotel",0,350,2015,October,41,9,2,5,2,0,0,HB,LTU,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",171,0,Transient,82,0,0,Check-Out,2015-10-09
"Resort Hotel",0,354,2015,September,38,15,4,10,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,E,1,"No Deposit",40,0,Contract,69,0,0,Check-Out,2015-09-29
"Resort Hotel",0,356,2015,September,36,5,4,10,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",2,0,Contract,92,0,0,Check-Out,2015-09-19
"Resort Hotel",0,364,2015,July,27,3,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",40,0,Contract,56,0,0,Check-Out,2015-07-13
"Resort Hotel",0,366,2015,July,28,9,2,5,2,0,0,HB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",40,0,Contract,135,0,0,Check-Out,2015-07-16
"Resort Hotel",0,381,2015,September,36,1,4,10,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",40,0,Contract,83,0,0,Check-Out,2015-09-15
"Resort Hotel",0,382,2015,September,37,8,4,10,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",40,0,Contract,77,0,0,Check-Out,2015-09-22
"Resort Hotel",0,394,2015,July,28,8,2,5,2,0,0,HB,GBR,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",40,0,Contract,90,0,0,Check-Out,2015-07-15
"Resort Hotel",0,460,2015,August,32,3,2,5,1,0,0,HB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",40,0,Contract,78,0,0,Check-Out,2015-08-10
"Resort Hotel",1,0,2015,August,36,31,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",242,0,Transient,96,0,1,No-Show,2015-08-31
"Resort Hotel",1,0,2015,December,52,25,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"Non Refund",240,0,Transient,55,0,0,No-Show,2015-12-25
"Resort Hotel",1,0,2015,December,52,25,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,F,0,"Non Refund",240,0,Transient,75,0,0,No-Show,2015-12-25
"Resort Hotel",1,0,2015,December,52,25,0,1,3,1,0,BB,PRT,"Online TA",TA/TO,0,0,0,H,H,1,"Non Refund",240,0,Transient,115,0,0,No-Show,2015-12-25
"Resort Hotel",1,0,2015,July,29,16,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",241,0,Transient,123,0,0,Canceled,2015-07-16
"Resort Hotel",1,0,2015,July,31,30,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,114,0,0,Canceled,2015-07-30
"Resort Hotel",1,0,2015,November,46,9,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,35,0,0,Canceled,2015-11-09
"Resort Hotel",1,0,2016,April,17,20,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient-Party,59,0,0,Canceled,2016-04-20
"Resort Hotel",1,0,2016,February,7,11,2,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",314,0,Transient,40,0,0,Canceled,2016-02-11
"Resort Hotel",1,0,2016,February,8,15,0,0,0,0,0,SC,NULL,"Offline TA/TO",TA/TO,0,0,0,P,P,0,"No Deposit",NULL,0,Transient,0,0,0,Canceled,2016-02-15
"Resort Hotel",1,0,2016,January,2,4,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",306,0,Transient,32,0,0,Canceled,2016-01-04
"Resort Hotel",1,0,2016,January,2,7,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,48,0,2,Canceled,2016-01-07
"Resort Hotel",1,0,2016,March,10,4,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,48,0,0,Canceled,2016-03-04
"Resort Hotel",1,0,2016,March,10,4,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,68,0,0,Canceled,2016-03-04
"Resort Hotel",1,0,2016,March,12,14,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,40,0,0,Canceled,2016-03-14
"Resort Hotel",1,0,2016,March,12,15,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,0,Transient,45,0,0,Canceled,2016-03-15
"Resort Hotel",1,1,2015,August,34,18,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,"No Deposit",NULL,0,Transient,173,0,0,Canceled,2015-08-18
"Resort Hotel",1,1,2015,December,52,22,2,5,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,1,"No Deposit",8,0,Transient,51,0,0,Canceled,2015-12-22
"Resort Hotel",1,1,2015,July,28,8,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,105,0,1,Canceled,2015-07-08
"Resort Hotel",1,1,2015,November,45,1,1,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,49,0,1,No-Show,2015-11-01
"Resort Hotel",1,1,2015,October,41,6,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,37,0,0,Canceled,2015-10-05
"Resort Hotel",1,1,2015,October,43,21,0,1,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",146,0,Transient,37,0,0,Canceled,2015-10-20
"Resort Hotel",1,1,2015,September,36,2,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,2,"No Deposit",240,0,Transient,146,0,0,Canceled,2015-09-01
"Resort Hotel",1,1,2015,September,36,4,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,E,0,"No Deposit",240,0,Transient,118,0,0,Canceled,2015-09-04
"Resort Hotel",1,1,2015,September,36,5,2,6,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,"No Deposit",250,0,Transient,153,0,0,Canceled,2015-09-04
"Resort Hotel",1,1,2016,February,8,20,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",241,0,Transient,52,0,1,No-Show,2016-02-20
"Resort Hotel",1,1,2016,January,2,9,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,39,0,1,Canceled,2016-01-08
"Resort Hotel",1,1,2016,January,3,16,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,59,0,1,No-Show,2016-01-16
"Resort Hotel",1,1,2016,January,4,23,0,1,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,F,0,"No Deposit",240,0,Transient,96,0,1,No-Show,2016-01-23
"Resort Hotel",1,1,2016,March,12,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,30,0,0,Canceled,2016-03-16
"Resort Hotel",1,1,2016,March,12,19,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,0,Transient,53,0,0,No-Show,2016-03-19
"Resort Hotel",1,2,2015,August,32,2,2,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,C,0,"No Deposit",240,0,Transient,163,0,1,Canceled,2015-08-01
"Resort Hotel",1,2,2015,August,33,12,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,0,Transient,258,0,1,No-Show,2015-08-12
"Resort Hotel",1,2,2015,August,35,26,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,138,0,0,Canceled,2015-08-25
"Resort Hotel",1,2,2015,September,40,30,0,3,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",256,0,Transient-Party,13,0,0,Canceled,2015-09-28
"Resort Hotel",1,2,2016,February,6,5,0,2,2,1,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,C,0,"No Deposit",177,0,Transient,36,0,1,Canceled,2016-02-05
"Resort Hotel",1,2,2016,February,7,12,0,1,3,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",6,0,Transient,50,0,1,No-Show,2016-02-12
"Resort Hotel",1,2,2016,February,8,19,0,2,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,80,0,0,Canceled,2016-02-18
"Resort Hotel",1,2,2016,January,1,1,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,89,0,1,No-Show,2016-01-01
"Resort Hotel",1,2,2016,January,2,8,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,48,0,0,No-Show,2016-01-08
"Resort Hotel",1,2,2016,January,5,28,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",126,0,Transient,30,0,0,Canceled,2016-01-26
"Resort Hotel",1,2,2016,March,12,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,30,0,0,Canceled,2016-03-16
"Resort Hotel",1,2,2016,March,14,30,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,"No Deposit",NULL,0,Transient,42,0,0,No-Show,2016-03-30
"Resort Hotel",1,3,2015,August,31,1,2,3,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,"No Deposit",250,0,Transient,237,0,1,Canceled,2015-07-29
"Resort Hotel",1,3,2015,December,52,22,0,4,3,1,0,BB,PRT,"Online TA",TA/TO,0,0,0,H,H,0,"No Deposit",240,0,Transient,111,0,0,Canceled,2015-12-20
"Resort Hotel",1,3,2015,December,53,28,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,55,0,0,Canceled,2015-12-27
"Resort Hotel",1,3,2015,July,27,2,0,3,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,136,0,2,Canceled,2015-06-29
"Resort Hotel",1,3,2015,July,29,17,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",5,0,Transient,108,0,0,No-Show,2015-07-17
"Resort Hotel",1,3,2015,November,46,12,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,"No Deposit",334,0,Transient-Party,40,0,0,Canceled,2015-11-12
"Resort Hotel",1,3,2015,October,43,22,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,H,0,"No Deposit",250,0,Transient,36,0,0,No-Show,2015-10-22
"Resort Hotel",1,3,2016,April,15,8,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",146,0,Transient-Party,45,0,0,Canceled,2016-04-08
"Resort Hotel",1,3,2016,February,6,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,"No Deposit",NULL,0,Transient-Party,39,0,0,Canceled,2016-02-01
"Resort Hotel",1,3,2016,January,2,4,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,53,0,1,Canceled,2016-01-04
"Resort Hotel",1,3,2016,January,4,19,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,39,0,0,Canceled,2016-01-19
"Resort Hotel",1,3,2016,January,4,21,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,"No Deposit",NULL,0,Transient,30,0,0,Canceled,2016-01-18
"Resort Hotel",1,3,2016,January,4,22,0,1,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,D,0,"No Deposit",330,0,Transient-Party,38,0,2,Canceled,2016-01-21
"Resort Hotel",1,3,2016,January,4,22,0,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,D,0,"No Deposit",330,0,Transient-Party,43,0,2,Canceled,2016-01-21
"Resort Hotel",1,3,2016,March,11,7,1,1,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,D,0,"No Deposit",339,0,Transient,25,0,0,Canceled,2016-03-07
"Resort Hotel",1,3,2016,March,12,17,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,"No Deposit",126,0,Transient-Party,36,0,0,Canceled,2016-03-15
"Resort Hotel",1,3,2016,March,13,24,0,3,2,0,0,Undefined,ESP,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",387,0,Transient-Party,84,0,0,Canceled,2016-03-21
"Resort Hotel",1,4,2015,August,32,7,2,2,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,1,"No Deposit",240,0,Transient,278,0,2,Canceled,2015-08-04
"Resort Hotel",1,4,2015,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,"No Deposit",NULL,0,Transient,185,0,0,Canceled,2015-08-13
"Resort Hotel",1,4,2015,July,31,31,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,155,0,3,Canceled,2015-07-31
"Resort Hotel",1,4,2015,October,40,3,1,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",175,0,Transient,58,0,1,Canceled,2015-09-30
"Resort Hotel",1,4,2015,October,41,7,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,58,0,3,Canceled,2015-10-05
"Resort Hotel",1,4,2015,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,0,"No Deposit",96,0,Transient-Party,57,0,0,Canceled,2015-09-01
"Resort Hotel",1,4,2015,September,39,20,4,6,3,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",261,0,Transient,103,0,0,Canceled,2015-09-18
"Resort Hotel",1,4,2016,February,6,3,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,68,0,1,Canceled,2016-01-30
"Resort Hotel",1,4,2016,February,7,7,2,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,0,Transient,39,0,0,Canceled,2016-02-04
"Resort Hotel",1,5,2015,July,28,5,1,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,97,0,0,Canceled,2015-07-01
"Resort Hotel",1,5,2016,February,7,8,1,3,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,0,Transient,98,0,1,No-Show,2016-02-08
"Resort Hotel",1,5,2016,February,8,20,0,1,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,80,0,1,No-Show,2016-02-20
"Resort Hotel",1,5,2016,February,9,27,1,1,2,2,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,C,C,1,"No Deposit",196,0,Transient,85,0,0,Canceled,2016-02-27
"Resort Hotel",1,5,2016,January,2,4,1,3,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient-Party,61,0,0,Canceled,2015-12-30
"Resort Hotel",1,5,2016,January,2,4,1,3,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient-Party,68,0,0,Canceled,2015-12-30
"Resort Hotel",1,5,2016,January,5,27,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,"No Deposit",NULL,0,Transient,39,0,0,Canceled,2016-01-26
"Resort Hotel",1,5,2016,March,13,25,0,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,107,0,0,Canceled,2016-03-20
"Resort Hotel",1,6,2015,July,29,17,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,C,0,"No Deposit",241,0,Transient,111,0,1,No-Show,2015-07-17
"Resort Hotel",1,6,2015,November,45,3,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,1,"No Deposit",240,0,Transient,43,0,2,Canceled,2015-11-03
"Resort Hotel",1,6,2015,September,39,23,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,F,F,0,"No Deposit",156,0,Transient,0,0,1,Canceled,2015-09-22
"Resort Hotel",1,6,2016,January,2,8,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,96,0,0,Canceled,2016-01-04
"Resort Hotel",1,6,2016,January,3,10,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,48,0,1,Canceled,2016-01-06
"Resort Hotel",1,6,2016,March,11,10,0,3,1,0,0,BB,FRA,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",241,0,Transient,58,0,0,Canceled,2016-03-04
"Resort Hotel",1,6,2016,March,11,10,0,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",242,0,Transient,58,0,0,Canceled,2016-03-04
"Resort Hotel",1,7,2015,July,30,20,3,8,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",196,0,Transient,200,0,0,Canceled,2015-07-14
"Resort Hotel",1,7,2015,October,41,5,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,"No Deposit",NULL,0,Transient,57,0,0,Canceled,2015-10-02
"Resort Hotel",1,7,2015,October,44,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,48,0,0,Canceled,2015-10-26
"Resort Hotel",1,7,2016,February,7,11,0,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",196,0,Transient,30,0,0,Canceled,2016-02-04
"Resort Hotel",1,7,2016,February,7,12,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",348,0,Transient,82,0,0,Canceled,2016-02-08
"Resort Hotel",1,7,2016,January,3,16,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",241,0,Transient,58,0,0,Canceled,2016-01-15
"Resort Hotel",1,7,2016,March,10,3,0,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",242,0,Transient,43,0,1,No-Show,2016-03-03
"Resort Hotel",1,7,2016,March,11,11,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,0,Transient,40,0,0,Canceled,2016-03-04
"Resort Hotel",1,8,2015,July,31,30,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,H,0,"No Deposit",240,0,Transient,153,0,1,Canceled,2015-07-30
"Resort Hotel",1,8,2016,February,6,6,4,10,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",6,0,Transient,25,0,0,Canceled,2016-02-02
"Resort Hotel",1,8,2016,February,9,24,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,"No Deposit",NULL,0,Transient,38,0,0,Canceled,2016-02-16
"Resort Hotel",1,9,2015,August,31,1,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",240,0,Transient,211,0,2,Canceled,2015-07-31
"Resort Hotel",1,9,2015,August,33,9,2,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",250,0,Transient,207,0,2,Canceled,2015-08-01
"Resort Hotel",1,9,2015,August,33,13,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,"No Deposit",110,0,Transient,184,0,0,Canceled,2015-08-13
"Resort Hotel",1,9,2015,October,42,17,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,82,0,1,Canceled,2015-10-14
"Resort Hotel",1,9,2015,October,43,24,2,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",171,0,Transient,54,0,0,Canceled,2015-10-20
"Resort Hotel",1,9,2016,April,16,15,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,65,0,0,Canceled,2016-04-06
"Resort Hotel",1,9,2016,February,9,24,0,2,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,1,"No Deposit",240,0,Transient,93,0,0,Canceled,2016-02-22
"Resort Hotel",1,9,2016,March,12,16,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,74,0,0,Canceled,2016-03-07
"Resort Hotel",1,9,2016,March,13,20,2,0,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,68,0,0,Canceled,2016-03-14
"Resort Hotel",1,9,2016,March,13,22,0,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,48,0,0,Canceled,2016-03-20
"Resort Hotel",1,10,2015,August,33,9,2,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,212,0,1,Canceled,2015-07-30
"Resort Hotel",1,10,2015,July,29,16,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,0,Transient,134,0,0,Canceled,2015-07-13
"Resort Hotel",1,10,2015,November,46,8,4,8,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,64,0,0,Canceled,2015-10-30
"Resort Hotel",1,10,2016,April,16,15,0,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,D,D,2,"No Deposit",240,0,Transient,75,0,0,Canceled,2016-04-07
"Resort Hotel",1,10,2016,February,8,19,0,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",15,0,Transient,29,0,0,Canceled,2016-02-10
"Resort Hotel",1,11,2015,August,33,15,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,158,0,2,Canceled,2015-08-06
"Resort Hotel",1,11,2015,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,"No Deposit",NULL,0,Transient,185,0,0,Canceled,2015-08-11
"Resort Hotel",1,11,2015,July,31,28,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,173,0,0,Canceled,2015-07-27
"Resort Hotel",1,11,2015,October,44,31,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,58,0,1,Canceled,2015-10-20
"Resort Hotel",1,11,2016,February,6,1,1,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,"No Deposit",94,0,Transient,27,0,0,Canceled,2016-01-25
"Resort Hotel",1,11,2016,February,9,21,2,4,3,1,0,HB,PRT,"Online TA",TA/TO,0,0,0,H,H,1,"No Deposit",240,0,Transient,151,0,0,Canceled,2016-02-10
"Resort Hotel",1,11,2016,January,2,8,1,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",314,0,Transient,29,0,1,No-Show,2016-01-08
"Resort Hotel",1,11,2016,January,4,23,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,48,0,0,No-Show,2016-01-23
"Resort Hotel",1,11,2016,March,11,7,1,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,35,0,0,No-Show,2016-03-07
"Resort Hotel",1,11,2016,March,13,20,1,0,1,0,0,BB,PRT,Direct,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,40,0,0,Canceled,2016-03-19
"Resort Hotel",1,11,2016,March,13,24,0,1,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,85,0,1,No-Show,2016-03-24
"Resort Hotel",1,12,2015,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,"No Deposit",110,0,Transient,184,0,0,Canceled,2015-08-10
"Resort Hotel",1,12,2015,July,29,16,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,"No Deposit",NULL,0,Transient,139,0,0,Canceled,2015-07-07
"Resort Hotel",1,12,2015,July,30,25,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,153,0,2,Canceled,2015-07-14
"Resort Hotel",1,12,2015,November,47,18,2,4,2,0,0,FB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",313,0,Transient,73,0,0,Canceled,2015-11-17
"Resort Hotel",1,12,2015,October,42,11,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,50,0,2,Canceled,2015-09-30
"Resort Hotel",1,12,2015,September,37,6,1,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",242,0,Transient,123,0,1,Canceled,2015-08-25
"Resort Hotel",1,12,2015,September,37,8,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",242,0,Transient,98,0,1,Canceled,2015-08-28
"Resort Hotel",1,12,2015,September,38,13,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,111,0,0,Canceled,2015-09-09
"Resort Hotel",1,12,2015,September,39,21,1,1,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",208,0,Transient-Party,64,0,0,Canceled,2015-09-18
"Resort Hotel",1,12,2016,February,6,6,2,1,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",242,0,Transient,78,0,1,Canceled,2016-01-25
"Resort Hotel",1,12,2016,February,9,27,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,48,0,0,Canceled,2016-02-25
"Resort Hotel",1,12,2016,January,4,18,1,0,1,0,0,BB,PRT,Complementary,TA/TO,0,0,0,F,F,0,"No Deposit",15,0,Transient,0,0,0,Canceled,2016-01-07
